Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Fed Meeting Preview: This Cut May Be The Last; Shades Of 1996 For The S&P 500?,3146458289,Newspapers,"Graham, Jed", Deutsche Bank AG," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 18, 2024",, English, English, Los Angeles,"Dec 18, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/fed-meeting-preview-this-cut-may-be-last-shades/docview/3146458289/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," FINANCE , ECONOMICS , ECONOMICS , SUSTAINABILITY , ECONOMICS , ACCTAX , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Fed+Meeting+Preview%3A+This+Cut+May+Be+The+Last%3B+Shades+Of+1996+For+The+S%26amp%3BP+500%3F&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Fed+Meeting+Preview%3A+This+Cut+May+Be+The+Last%3B+Shades+Of+1996+For+The+S%26amp%3BP+500%3F&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
Fed Meeting Preview: This Cut May Be The Last; Shades Of 1996 For The S&P 500?,3145750143,Newspapers,"Graham, Jed", Deutsche Bank AG," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 17, 2024",, English, English, Los Angeles,"Dec 17, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/fed-meeting-preview-this-cut-may-be-last-shades/docview/3145750143/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," FINANCE , ECONOMICS , ECONOMICS , SUSTAINABILITY , ECONOMICS , ACCTAX , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Fed+Meeting+Preview%3A+This+Cut+May+Be+The+Last%3B+Shades+Of+1996+For+The+S%26amp%3BP+500%3F&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Fed+Meeting+Preview%3A+This+Cut+May+Be+The+Last%3B+Shades+Of+1996+For+The+S%26amp%3BP+500%3F&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"Palantir's high valuation paints a stark picture of the S&P 500's priciest picks; A close look at the most expensive stocks in the S&P 500 may surprise you, even building a value case for Nvidia",3145563890,Newspapers,Philip van Doorn," Blackstone Inc , MSCI Barra , Cadence Design Systems Inc , Visa Inc , Axon Enterprise Inc , Crowdstrike , Palantir Technologies , Tesla Inc , Fair Isaac Corp , Service-now.com Inc , Intuitive Surgical Inc , Kohlberg Kravis Roberts & Co LP , Eli Lilly & Co , CME Group Inc , Broadcom Inc , Arista Networks Inc , Verisk Analytics Inc , NVidia Corp , MasterCard Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 17, 2024",, English, English, South Brunswick,"Dec 17, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/palantirs-high-valuation-paints-stark-picture-s/docview/3145563890/se-2?accountid=14762,,,,,,," FINANCE , FINANCE , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Palantir%27s+high+valuation+paints+a+stark+picture+of+the+S%26amp%3BP+500%27s+priciest+picks%3B+A+close+look+at+the+most+expensive+stocks+in+the+S%26amp%3BP+500+may+surprise+you%2C+even+building+a+value+case+for+Nvidia&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Palantir%27s+high+valuation+paints+a+stark+picture+of+the+S%26amp%3BP+500%27s+priciest+picks%3B+A+close+look+at+the+most+expensive+stocks+in+the+S%26amp%3BP+500+may+surprise+you%2C+even+building+a+value+case+for+Nvidia&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
Four hidden gems in the stock market from a five-star fund manager; Investors might be well served by expanding beyond the S&P 500,3145286385,Newspapers,Philip van Doorn," CarGurus Inc , Globus Medical Inc , Texas Roadhouse Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 17, 2024",, English, English, South Brunswick,"Dec 17, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/four-hidden-gems-stock-market-five-star-fund/docview/3145286385/se-2?accountid=14762," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places"," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places"," FINANCE , FINANCE , ACCTAX , FINANCE , SUSTAINABILITY , ACCTAX , SUSTAINABILITY , FINANCE , SUSTAINABILITY , INDUSTRY , SUSTAINABILITY , Investors , SUSTAINABILITY , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Four+hidden+gems+in+the+stock+market+from+a+five-star+fund+manager%3B+Investors+might+be+well+served+by+expanding+beyond+the+S%26amp%3BP+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Four+hidden+gems+in+the+stock+market+from+a+five-star+fund+manager%3B+Investors+might+be+well+served+by+expanding+beyond+the+S%26amp%3BP+500&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
Four hidden gems in the stock market from a five-star fund manager; Investors might be well served by expanding beyond the S&P 500,3145126003,Newspapers,Philip van Doorn," CarGurus Inc , Globus Medical Inc , Texas Roadhouse Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 16, 2024",, English, English, South Brunswick,"Dec 16, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/four-hidden-gems-stock-market-five-star-fund/docview/3145126003/se-2?accountid=14762," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places"," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges , 72251 Restaurants and Other Eating Places"," FINANCE , FINANCE , ACCTAX , FINANCE , SUSTAINABILITY , ACCTAX , SUSTAINABILITY , FINANCE , SUSTAINABILITY , INDUSTRY , SUSTAINABILITY , Investors , SUSTAINABILITY , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Four+hidden+gems+in+the+stock+market+from+a+five-star+fund+manager%3B+Investors+might+be+well+served+by+expanding+beyond+the+S%26amp%3BP+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Four+hidden+gems+in+the+stock+market+from+a+five-star+fund+manager%3B+Investors+might+be+well+served+by+expanding+beyond+the+S%26amp%3BP+500&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"'The odds of winning are far better than a trip to Vegas': I'm 76, still working and playing the stock market. Am I gambling? 'I've been doing it for a couple years, and I have even beat the S&P 500'",3145107639,Newspapers,"Fottrell, Quentin", NVidia Corp," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 16, 2024",, English, English, South Brunswick,"Dec 16, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/odds-winning-are-far-better-than-trip-vegas-im-76/docview/3145107639/se-2?accountid=14762," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges"," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges",," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges",," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges"," FINANCE , PSYCHOLOGY , INDUSTRY , Investments , SUSTAINABILITY , Games , Investors , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=%27The+odds+of+winning+are+far+better+than+a+trip+to+Vegas%27%3A+I%27m+76%2C+still+working+and+playing+the+stock+market.+Am+I+gambling%3F+%27I%27ve+been+doing+it+for+a+couple+years%2C+and+I+have+even+beat+the+S%26amp%3BP+500%27&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=%27The+odds+of+winning+are+far+better+than+a+trip+to+Vegas%27%3A+I%27m+76%2C+still+working+and+playing+the+stock+market.+Am+I+gambling%3F+%27I%27ve+been+doing+it+for+a+couple+years%2C+and+I+have+even+beat+the+S%26amp%3BP+500%27&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Fottrell,ABI/INFORM Collection
"The S&P 500 at 4,800? That's what some Wall Street experts predicted — for 2024. Your best stock-market advice for 2025? Pay no attention to stock-market predictions, which are frequently — and comically — wrong.",3144368314,Newspapers,"Hulbert, Mark", NVidia Corp," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 14, 2024",, English, English, South Brunswick,"Dec 14, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-at-4-800-thats-what-some-wall-street/docview/3144368314/se-2?accountid=14762, 52394 Portfolio Management and Investment Advice, 52394 Portfolio Management and Investment Advice,, 52394 Portfolio Management and Investment Advice,, 52394 Portfolio Management and Investment Advice," ECONOMICS , SUSTAINABILITY , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+at+4%2C800%3F+That%27s+what+some+Wall+Street+experts+predicted+%E2%80%94+for+2024.+Your+best+stock-market+advice+for+2025%3F+Pay+no+attention+to+stock-market+predictions%2C+which+are+frequently+%E2%80%94+and+comically+%E2%80%94+wrong.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+at+4%2C800%3F+That%27s+what+some+Wall+Street+experts+predicted+%26mdash%3B+for+2024.+Your+best+stock-market+advice+for+2025%3F+Pay+no+attention+to+stock-market+predictions%2C+which+are+frequently+%26mdash%3B+and+comically+%26mdash%3B+wrong.&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
This hasn't happened to U.S. stocks in more than 20 years — here's why investors should be concerned; The number of stocks in the S&P 500 that are falling has surpassed the number that are rising for 9 straight sessions,3144341231,Newspapers,"Adinolfi, Joseph",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 14, 2024",, English, English, South Brunswick,"Dec 14, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/this-hasnt-happened-u-s-stocks-more-than-20-years/docview/3144341231/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , Investments , Investors , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=This+hasn%27t+happened+to+U.S.+stocks+in+more+than+20+years+%E2%80%94+here%27s+why+investors+should+be+concerned%3B+The+number+of+stocks+in+the+S%26amp%3BP+500+that+are+falling+has+surpassed+the+number+that+are+rising+for+9+straight+sessions&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=This+hasn%27t+happened+to+U.S.+stocks+in+more+than+20+years+%26mdash%3B+here%27s+why+investors+should+be+concerned%3B+The+number+of+stocks+in+the+S%26amp%3BP+500+that+are+falling+has+surpassed+the+number+that+are+rising+for+9+straight+sessions&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Adinolfi,ABI/INFORM Collection
S&P 500 Banking Giant Leads Five Stocks To Watch Amid Market Rally,3144332368,Newspapers,"Norton, Kit"," Goldman Sachs Group Inc , Broadcom Inc , TechnipFMC PLC , NVidia Corp"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 14, 2024",, English, English, Los Angeles,"Dec 14, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-banking-giant-leads-five-stocks-watch/docview/3144332368/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Software , Wide area networks , Investments , SUSTAINABILITY , Semiconductors , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Political campaigns , Investors , Trump, Donald J , United States--US , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Banking+Giant+Leads+Five+Stocks+To+Watch+Amid+Market+Rally&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Banking+Giant+Leads+Five+Stocks+To+Watch+Amid+Market+Rally&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
"These 10 most-loved S&P 500 stocks could see as much as 50% upside in 2025; Some of the highest-rated stocks are plays on rapid sales growth, but there are also value-oriented names on the list",3144306284,Newspapers,Philip van Doorn," Delta Air Lines Inc , Microsoft Corp , Walmart Inc , Amazon.com Inc , Axon Enterprise Inc , Micron Technology Inc , GE Aerospace , NVidia Corp , Becton Dickinson & Co , SLB Ltd"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 14, 2024",, English, English, South Brunswick,"Dec 14, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/these-10-most-loved-s-amp-p-500-stocks-could-see/docview/3144306284/se-2?accountid=14762,,,,,,," SUSTAINABILITY , FINANCE , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=These+10+most-loved+S%26amp%3BP+500+stocks+could+see+as+much+as+50%25+upside+in+2025%3B+Some+of+the+highest-rated+stocks+are+plays+on+rapid+sales+growth%2C+but+there+are+also+value-oriented+names+on+the+list&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=These+10+most-loved+S%26amp%3BP+500+stocks+could+see+as+much+as+50%25+upside+in+2025%3B+Some+of+the+highest-rated+stocks+are+plays+on+rapid+sales+growth%2C+but+there+are+also+value-oriented+names+on+the+list&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
Investing Action Plan: Notes On Underestimating The S&P 500,3144155767,Newspapers,"Elliott, Alan R"," Nike Inc , FedEx Corp"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 13, 2024",, English, English, Los Angeles,"Dec 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/investing-action-plan-notes-on-underestimating-s/docview/3144155767/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , Investments , Semiconductors , FINANCE , SUSTAINABILITY , OPERATIONS , INSURANCE , FINANCE , Investors , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Investing+Action+Plan%3A+Notes+On+Underestimating+The+S%26amp%3BP+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Investing+Action+Plan%3A+Notes+On+Underestimating+The+S%26amp%3BP+500&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Elliott,ABI/INFORM Collection
"Fed Gets Green Light For Rate Cut From CPI, PPI, Jobless Claims; S&P 500 Pauses",3144140310,Newspapers,"Graham, Jed",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 13, 2024",, English, English, Los Angeles,"Dec 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/fed-gets-green-light-rate-cut-cpi-ppi-jobless/docview/3144140310/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," FINANCE , ECONOMICS , FINANCE , HUMANRESOURCES , ECONOMICS , INDUSTRY , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Fed+Gets+Green+Light+For+Rate+Cut+From+CPI%2C+PPI%2C+Jobless+Claims%3B+S%26amp%3BP+500+Pauses&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Fed+Gets+Green+Light+For+Rate+Cut+From+CPI%2C+PPI%2C+Jobless+Claims%3B+S%26amp%3BP+500+Pauses&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"Three Signs This Growth Stock Is Set To Extend 115% Run After Trouncing Apple, S&P 500",3144140298,Newspapers,"Ramakrishnan, Vidya",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 13, 2024",, English, English, Los Angeles,"Dec 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/three-signs-this-growth-stock-is-set-extend-115/docview/3144140298/se-2?accountid=14762,,,,,,," FINANCE , Growth funds , SUSTAINABILITY , SUSTAINABILITY , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Three+Signs+This+Growth+Stock+Is+Set+To+Extend+115%25+Run+After+Trouncing+Apple%2C+S%26amp%3BP+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Three+Signs+This+Growth+Stock+Is+Set+To+Extend+115%25+Run+After+Trouncing+Apple%2C+S%26amp%3BP+500&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Ramakrishnan,ABI/INFORM Collection
S&P 500 Nuclear Leader Constellation Energy Tops Indexes After Upgrade,3144140249,Newspapers,"Norton, Kit", Constellation Energy Group Inc," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Dec 13, 2024",, English, English, Los Angeles,"Dec 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-nuclear-leader-constellation-energy/docview/3144140249/se-2?accountid=14762,,,,,,," FINANCE , OPERATIONS , SUSTAINABILITY , FINANCE , SUSTAINABILITY , FINANCE , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Nuclear+Leader+Constellation+Energy+Tops+Indexes+After+Upgrade&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Nuclear+Leader+Constellation+Energy+Tops+Indexes+After+Upgrade&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
Apple and Alphabet Led the S&P 500 in Stock Buybacks,3144075924,Newspapers,"Bary, Andrew",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Dec 13, 2024",, English, English, New York,"Dec 13, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/apple-alphabet-led-s-amp-p-500-stock-buybacks/docview/3144075924/se-2?accountid=14762,,,,,,," FINANCE , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Apple+and+Alphabet+Led+the+S%26amp%3BP+500+in+Stock+Buybacks&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Apple+and+Alphabet+Led+the+S%26amp%3BP+500+in+Stock+Buybacks&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Bary,"ABI/INFORM Collection, Research Library"
The S&P 500 Isn't as Strong as It Looks. Why Markets May Face a Santa Slump.,3143705568,Newspapers,," Comcast Corp , Warner Bros Entertainment Inc , Securities & Exchange Commission , Warner Bros Discovery , Broadcom Inc"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Dec 13, 2024",, English, English, New York,"Dec 13, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-isnt-as-strong-looks-why-markets-may/docview/3143705568/se-2?accountid=14762," 51621 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers , 51711 Wired and Wireless Telecommunications Carriers (except Satellite) , 52321 Securities and Commodity Exchanges"," 51621 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers , 51711 Wired and Wireless Telecommunications Carriers (except Satellite) , 52321 Securities and Commodity Exchanges",," 51621 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers , 51711 Wired and Wireless Telecommunications Carriers (except Satellite) , 52321 Securities and Commodity Exchanges",," 51621 Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers , 51711 Wired and Wireless Telecommunications Carriers (except Satellite) , 52321 Securities and Commodity Exchanges"," Software , Investments , Real estate sales , Semiconductors , Homeowners , Prices , FINANCE , ECONOMICS , Investors , BUSINESSLAW , FINANCE , SUSTAINABILITY , INDUSTRY , ECONOMICS , FINANCE , INDUSTRY , MARKETING , OPERATIONS , Grand Rapids Michigan , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+Isn%27t+as+Strong+as+It+Looks.+Why+Markets+May+Face+a+Santa+Slump.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+Isn%27t+as+Strong+as+It+Looks.+Why+Markets+May+Face+a+Santa+Slump.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=,"ABI/INFORM Collection, Research Library"
"'The odds of winning are far better than a trip to Vegas': I'm 76, still working and playing the stock market. Am I gambling? 'I've been doing it for a couple years, and I have even beat the S&P 500'",3143698294,Newspapers,"Fottrell, Quentin", NVidia Corp," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 13, 2024",, English, English, South Brunswick,"Dec 13, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/odds-winning-are-far-better-than-trip-vegas-im-76/docview/3143698294/se-2?accountid=14762," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges"," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges",," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges",," 71321 Casinos (except Casino Hotels) , 52321 Securities and Commodity Exchanges"," FINANCE , PSYCHOLOGY , INDUSTRY , Investments , SUSTAINABILITY , Investors , Games , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=%27The+odds+of+winning+are+far+better+than+a+trip+to+Vegas%27%3A+I%27m+76%2C+still+working+and+playing+the+stock+market.+Am+I+gambling%3F+%27I%27ve+been+doing+it+for+a+couple+years%2C+and+I+have+even+beat+the+S%26amp%3BP+500%27&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=%27The+odds+of+winning+are+far+better+than+a+trip+to+Vegas%27%3A+I%27m+76%2C+still+working+and+playing+the+stock+market.+Am+I+gambling%3F+%27I%27ve+been+doing+it+for+a+couple+years%2C+and+I+have+even+beat+the+S%26amp%3BP+500%27&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Fottrell,ABI/INFORM Collection
This hasn't happened to U.S. stocks in more than 20 years — here's why investors should be concerned; The number of stocks in the S&P 500 that are falling has surpassed the number that are rising for 9 straight sessions,3143623442,Newspapers,"Adinolfi, Joseph",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Dec 13, 2024",, English, English, South Brunswick,"Dec 13, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/this-hasnt-happened-u-s-stocks-more-than-20-years/docview/3143623442/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , Investments , Investors , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=This+hasn%27t+happened+to+U.S.+stocks+in+more+than+20+years+%E2%80%94+here%27s+why+investors+should+be+concerned%3B+The+number+of+stocks+in+the+S%26amp%3BP+500+that+are+falling+has+surpassed+the+number+that+are+rising+for+9+straight+sessions&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=This+hasn%27t+happened+to+U.S.+stocks+in+more+than+20+years+%26mdash%3B+here%27s+why+investors+should+be+concerned%3B+The+number+of+stocks+in+the+S%26amp%3BP+500+that+are+falling+has+surpassed+the+number+that+are+rising+for+9+straight+sessions&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Adinolfi,ABI/INFORM Collection
