Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"Dow Jones Futures: S&P 500 At Highs, Bulls Running; New China Stimulus",3124653030,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 13, 2024",, English, English,, Los Angeles,"Oct 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-at-highs-bulls/docview/3124653030/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , ECONOMICS , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , Investors , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+New+China+Stimulus&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+New+China+Stimulus&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"Dow Jones, S&P 500 At Highs, Bulls Running; New China Stimulus",3124628171,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 13, 2024",, English, English,, Los Angeles,"Oct 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-at-highs-bulls-running-new/docview/3124628171/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , ECONOMICS , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , Investors , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+New+China+Stimulus&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+New+China+Stimulus&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
Dow Jones Futures Fall: S&P 500 At Highs; Is New China Stimulus Enough?,3124628098,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 13, 2024",, English, English,, Los Angeles,"Oct 13, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-fall-s-amp-p-500-at-highs-is/docview/3124628098/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , ECONOMICS , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , ECONOMICS , Investors , SUSTAINABILITY , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures+Fall%3A+S%26amp%3BP+500+At+Highs%3B+Is+New+China+Stimulus+Enough%3F&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures+Fall%3A+S%26amp%3BP+500+At+Highs%3B+Is+New+China+Stimulus+Enough%3F&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"Dow Jones, S&P 500 Hit Highs And Leaders Run, So Here's What To Do; Tesla Triggers Sell Rule",3124699743,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 12, 2024",, English, English,, Los Angeles,"Oct 12, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-hit-highs-leaders-run-so/docview/3124699743/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , Investors , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+Hit+Highs+And+Leaders+Run%2C+So+Here%27s+What+To+Do%3B+Tesla+Triggers+Sell+Rule&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+Hit+Highs+And+Leaders+Run%2C+So+Here%27s+What+To+Do%3B+Tesla+Triggers+Sell+Rule&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"Dow Jones, S&P 500 At Highs, Bulls Running; If Not Now, When? Tesla Triggers Sell Rule",3124653111,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 12, 2024",, English, English,, Los Angeles,"Oct 12, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-at-highs-bulls-running-if/docview/3124653111/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , ECONOMICS , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , Investors , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+If+Not+Now%2C+When%3F+Tesla+Triggers+Sell+Rule&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+If+Not+Now%2C+When%3F+Tesla+Triggers+Sell+Rule&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"Dow Jones, S&P 500 At Highs, Bulls Running; New China Stimulus",3124639203,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 12, 2024",, English, English,, Los Angeles,"Oct 12, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-at-highs-bulls-running-new/docview/3124639203/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , ECONOMICS , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , Investors , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+New+China+Stimulus&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+At+Highs%2C+Bulls+Running%3B+New+China+Stimulus&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"S&P 500 outperforms Sensex over 1, 3, 5 and 10-year; Should Indian investors invest in US markets?",3115847424,Newspapers,"Singh, Atul",," Copyright 2024 IE Online Media Services Pvt. Ltd., distributed by Contify.com", News," Oct 12, 2024",, English, English,, New Delhi,"Oct 12, 2024",Financial Express,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-outperforms-sensex-over-1-3-5-10-year/docview/3115847424/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," ECONOMICS , ECONOMICS , ECONOMICS , SUSTAINABILITY , SUSTAINABILITY , ECONOMICS , PSYCHOLOGY , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+outperforms+Sensex+over+1%2C+3%2C+5+and+10-year%3B+Should+Indian+investors+invest+in+US+markets%3F&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+outperforms+Sensex+over+1%2C+3%2C+5+and+10-year%3B+Should+Indian+investors+invest+in+US+markets%3F&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Singh,ABI/INFORM Collection
These 12 stocks stand behind Goldman's S&P 500 optimism — and Micron shines; Goldman expects corporate profit margins to increase through 2026. A stock screen highlights companies whose gross margins have already improved for four straight quarters.,3115731857,Newspapers,Philip van Doorn," Trimble Inc , Union Pacific Corp , Church & Dwight Co Inc , Universal Health Services Inc , Ecolab Inc , Amphenol Corp , Micron Technology Inc , Colgate-Palmolive Co , Avery Dennison Corp , Digital Realty Trust Inc , Kraft Heinz Co"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Oct 12, 2024",, English, English,, South Brunswick,"Oct 12, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/these-12-stocks-stand-behind-goldmans-s-amp-p-500/docview/3115731857/se-2?accountid=14762,,,,,,," Investments , ECONOMICS , SUSTAINABILITY , Investors , ACCTAX , FINANCE , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=These+12+stocks+stand+behind+Goldman%27s+S%26amp%3BP+500+optimism+%E2%80%94+and+Micron+shines%3B+Goldman+expects+corporate+profit+margins+to+increase+through+2026.+A+stock+screen+highlights+companies+whose+gross+margins+have+already+improved+for+four+straight+quarters.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=These+12+stocks+stand+behind+Goldman%27s+S%26amp%3BP+500+optimism+%26mdash%3B+and+Micron+shines%3B+Goldman+expects+corporate+profit+margins+to+increase+through+2026.+A+stock+screen+highlights+companies+whose+gross+margins+have+already+improved+for+four+straight+quarters.&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"EXCHANGE --- Markets & Finance -- Friday's Markets: S&P 500, Dow Break Records On Strong Financial Earnings",3115670333,Newspapers,"Berwick, Angus;Vicky Ge Huang",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Oct 12, 2024",0099-9660, English, English,," New York, N.Y.","Oct 12, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/exchange-markets-amp-finance-fridays-s-p-500-dow/docview/3115670333/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges, B.11, 52321 Securities and Commodity Exchanges," FINANCE , INDUSTRY , ECONOMICS , BANKING , Dow Jones averages , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=EXCHANGE+---+Markets+%26amp%3B+Finance+--+Friday%27s+Markets%3A+S%26amp%3BP+500%2C+Dow+Break+Records+On+Strong+Financial+Earnings&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=EXCHANGE+---+Markets+%26amp%3B+Finance+--+Friday%27s+Markets%3A+S%26amp%3BP+500%2C+Dow+Break+Records+On+Strong+Financial+Earnings&amp;spage=B.11&amp;sid=ProQ%3Aabiglobal&amp;author=Berwick,ABI/INFORM Collection
The Fed Is Still On Track — For Now — Despite Hot Inflation Data; S&P 500 Rallies,3124670166,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/fed-is-still-on-track-now-despite-hot-inflation/docview/3124670166/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," FINANCE , SUSTAINABILITY , PSYCHOLOGY , FINANCE , HUMANRESOURCES , ECONOMICS , INDUSTRY , ECONOMICS , ECONOMICS , ECONOMICS , United States--US , Washington (state)",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+Fed+Is+Still+On+Track+%E2%80%94+For+Now+%E2%80%94+Despite+Hot+Inflation+Data%3B+S%26amp%3BP+500+Rallies&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+Fed+Is+Still+On+Track+%26mdash%3B+For+Now+%26mdash%3B+Despite+Hot+Inflation+Data%3B+S%26amp%3BP+500+Rallies&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"Stock Market Rallies As S&P 500, Dow Hit Highs; Tesla Robotaxi Isn't Hailed, Delta, JPMorgan In Focus: Weekly Review",3124670105,Newspapers,," Wells Fargo & Co , Delta Air Lines Inc , JPMorgan Chase & Co , Broadcom Inc , Pfizer Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-market-rallies-as-s-amp-p-500-dow-hit-highs/docview/3124670105/se-2?accountid=14762,,,,,,," BUSINESSLAW , FINANCE , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , FINANCE , SUSTAINABILITY , FINANCE , HUMANRESOURCES , ECONOMICS , ECONOMICS , Autonomous vehicles , Taxicabs , United States--US , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+Market+Rallies+As+S%26amp%3BP+500%2C+Dow+Hit+Highs%3B+Tesla+Robotaxi+Isn%27t+Hailed%2C+Delta%2C+JPMorgan+In+Focus%3A+Weekly+Review&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+Market+Rallies+As+S%26amp%3BP+500%2C+Dow+Hit+Highs%3B+Tesla+Robotaxi+Isn%27t+Hailed%2C+Delta%2C+JPMorgan+In+Focus%3A+Weekly+Review&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=,ABI/INFORM Collection
"Dow Jones, S&P 500 Hit Highs And Leaders Run, So Here's What To Do; Tesla Triggers Sell Rule",3124660887,Newspapers,"Carson, Ed"," Uber Technologies Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-hit-highs-leaders-run-so/docview/3124660887/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , FINANCE , Investments , Semiconductors , FINANCE , Dow Jones averages , FINANCE , Investors , Taxicabs , United States--US , China , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+Hit+Highs+And+Leaders+Run%2C+So+Here%27s+What+To+Do%3B+Tesla+Triggers+Sell+Rule&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+Hit+Highs+And+Leaders+Run%2C+So+Here%27s+What+To+Do%3B+Tesla+Triggers+Sell+Rule&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"Dow Jones, S&P 500 Finish With Record Highs; Broadcom Retreats, Tesla Tops Losers List (Live Coverage)",3124653047,Newspapers,"Shreve, Ken;Koenig, Kimberley"," Wells Fargo & Co , Goldman Sachs Group Inc , Morgan Stanley , DoorDash Inc , New York Stock Exchange--NYSE , Broadcom Inc , Aehr Test Systems , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-finish-with-record-highs/docview/3124653047/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Test systems , FINANCE , Dow Jones averages , FINANCE , Prices , Taxicabs , New York , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+Finish+With+Record+Highs%3B+Broadcom+Retreats%2C+Tesla+Tops+Losers+List+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+Finish+With+Record+Highs%3B+Broadcom+Retreats%2C+Tesla+Tops+Losers+List+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Shreve,ABI/INFORM Collection
10 S&P 500 Stocks' Profit Is About To Fall Through The Floor,3124635884,Newspapers,"Krantz, Matt", Southwest Airlines Co, (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/10-s-amp-p-500-stocks-profit-is-about-fall/docview/3124635884/se-2?accountid=14762, 48111 Scheduled Air Transportation, 48111 Scheduled Air Transportation,, 48111 Scheduled Air Transportation,, 48111 Scheduled Air Transportation," FINANCE , Investments , SUSTAINABILITY , SUSTAINABILITY , PSYCHOLOGY , Investors , SUSTAINABILITY , INDUSTRY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=10+S%26amp%3BP+500+Stocks%27+Profit+Is+About+To+Fall+Through+The+Floor&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=10+S%26amp%3BP+500+Stocks%27+Profit+Is+About+To+Fall+Through+The+Floor&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Krantz,ABI/INFORM Collection
"Dow Jones, S&P 500 Finish With Record Highs; Broadcom Retreats, Tesla Tops Losers List (Live Coverage)",3124635649,Newspapers,"Shreve, Ken;Koenig, Kimberley"," Wells Fargo & Co , Goldman Sachs Group Inc , Morgan Stanley , DoorDash Inc , New York Stock Exchange--NYSE , Broadcom Inc , Aehr Test Systems , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-finish-with-record-highs/docview/3124635649/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Test systems , FINANCE , Dow Jones averages , FINANCE , Prices , Taxicabs , New York , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+Finish+With+Record+Highs%3B+Broadcom+Retreats%2C+Tesla+Tops+Losers+List+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+Finish+With+Record+Highs%3B+Broadcom+Retreats%2C+Tesla+Tops+Losers+List+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Shreve,ABI/INFORM Collection
"Stock Market Rallies As S&P 500, Dow Hit Highs; Tesla Robotaxi Isn't Hailed, Delta, JPMorgan In Focus: Weekly Review",3124628268,Newspapers,," JPMorgan Chase & Co , Pfizer Inc , Wells Fargo & Co , Delta Air Lines Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-market-rallies-as-s-amp-p-500-dow-hit-highs/docview/3124628268/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," BUSINESSLAW , FINANCE , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , HUMANRESOURCES , ECONOMICS , ECONOMICS , FINANCE , SUSTAINABILITY , FINANCE , FINANCE , Autonomous vehicles , Taxicabs , United States--US , Taiwan",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+Market+Rallies+As+S%26amp%3BP+500%2C+Dow+Hit+Highs%3B+Tesla+Robotaxi+Isn%27t+Hailed%2C+Delta%2C+JPMorgan+In+Focus%3A+Weekly+Review&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+Market+Rallies+As+S%26amp%3BP+500%2C+Dow+Hit+Highs%3B+Tesla+Robotaxi+Isn%27t+Hailed%2C+Delta%2C+JPMorgan+In+Focus%3A+Weekly+Review&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=,ABI/INFORM Collection
"Dow Jones, S&P 500 Ease From Record Highs; Payment Stock Soars While Tesla Loses (Live Coverage)",3124628220,Newspapers,"Shreve, Ken;Koenig, Kimberley"," Wells Fargo & Co , Goldman Sachs Group Inc , Morgan Stanley , DoorDash Inc , New York Stock Exchange--NYSE , Aehr Test Systems , NVidia Corp", (c) 2024 Investor's Business Daily, News," Oct 11, 2024",, English, English,, Los Angeles,"Oct 11, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-ease-record-highs-payment/docview/3124628220/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Test systems , FINANCE , Dow Jones averages , FINANCE , Prices , Taxicabs , New York , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+Ease+From+Record+Highs%3B+Payment+Stock+Soars+While+Tesla+Loses+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+Ease+From+Record+Highs%3B+Payment+Stock+Soars+While+Tesla+Loses+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Shreve,ABI/INFORM Collection
Hot CPI Inflation Stirs Rate-Cut Doubts Within Fed; S&P 500 Slips,3124680760,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Oct 10, 2024",, English, English,, Los Angeles,"Oct 10, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/hot-cpi-inflation-stirs-rate-cut-doubts-within/docview/3124680760/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges , 48531 Taxi and Ridesharing Services"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges , 48531 Taxi and Ridesharing Services",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges , 48531 Taxi and Ridesharing Services",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges , 48531 Taxi and Ridesharing Services"," FINANCE , PSYCHOLOGY , FINANCE , HUMANRESOURCES , ECONOMICS , INDUSTRY , ECONOMICS , ECONOMICS , ECONOMICS , FINANCE , Taxicabs , United States--US , Washington (state)",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Hot+CPI+Inflation+Stirs+Rate-Cut+Doubts+Within+Fed%3B+S%26amp%3BP+500+Slips&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Hot+CPI+Inflation+Stirs+Rate-Cut+Doubts+Within+Fed%3B+S%26amp%3BP+500+Slips&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
